Company_name,Company_website,Rating_nr,Rating_recommend_to_friend,Number_of_reviews,Number_of_salaries,Number_of_interviews
 Filepurch ,www.filepurch.com,4.0, 100% recommended to a friend, 1, --, --
 Restaurant 't Jagershuys ,www.jagershuys.nl,4.0, 100% recommended to a friend, 1, --, --
 Hermans Group ,www.hermanex.com,1.0, 0% recommended to a friend, 1, --, --
 Hafkamp Gerechtsdeurwaarders ,www.hafkamp.nl,3.0, 100% recommended to a friend, 1, 1, --
 Tameson ,www.tameson.com,5.0, 100% recommended to a friend, 1, 1, --
 Zeeuwland ,www.zeeuwland.nl,1.0, 0% recommended to a friend, 1, 1, --
 Jachthaven Meerzicht ,www.meerzicht.nl,3.0, 0% recommended to a friend, 1, --, --
 Sportcentrum Vlaardingen ,www.sportcentrumvlaardingen.nl,4.0, 100% recommended to a friend, 1, 1, --
 Tropenmuseum ,www.tropenmuseum.nl,4.0, 100% recommended to a friend, 1, --, --
 Catering Culinair ,www.catering-culinair.nl,5.0, 100% recommended to a friend, 1, 1, --
 International Marketmakers Combination ,www.imc.nl,4.0, 100% recommended to a friend, 1, 1, --
 Versatec Energy ,www.versatec.nl,3.0, 100% recommended to a friend, 1, 1, --
 International School of The Hague ,www.ishthehague.nl,4.0, 100% recommended to a friend, 1, --, 1
 Starbucks ,www.starbucks.com,3.8, 77% recommended to a friend, 19k, 23k, 4.6k
 Brandindustry ,www.brandindustry.nl,2.0, 0% recommended to a friend, 1, --, --
 DGTL design ,www.dgtldesign.com,5.0, 100% recommended to a friend, 1, 1, --
 Spirotech ,www.spirotech.com,5.0, 100% recommended to a friend, 1, --, --
 Neitraco Groep ,www.neitraco.com,4.0, 100% recommended to a friend, 1, 3, --
 BVA-Auctions ,www.bva-auctions.com,4.0, 100% recommended to a friend, 1, 1, --
 Ask Roger! ,www.askroger.nl,5.0, 100% recommended to a friend, 1, 1, --
 Students2Drive ,www.students2drive.nl,1.0, 0% recommended to a friend, 1, 2, --
 OneStopSourcing ,www.onestopsourcing.nl,5.0, 0% recommended to a friend, 1, --, --
 Career Control ,www.careercontrol.nl,4.0, 100% recommended to a friend, 1, 1, --
 Ease of Use Consultancy ,www.easeofuse.nl,5.0, 100% recommended to a friend, 1, --, --
 Restaurant 't Wapen van Haarzuylen ,www.wapenvanhaarzuylen.nl,4.0, 100% recommended to a friend, 1, --, --
 Car Drivers Chauffeursdiensten ,www.car-drivers.nl,5.0, 100% recommended to a friend, 1, --, --
 Ysacare ,www.ysacare.nl,1.0, 100% recommended to a friend, 1, 1, --
 MobPro ,www.mobpro.com,5.0, 100% recommended to a friend, 1, --, --
 RoserConSys ,www.roserconsys.com,5.0, 100% recommended to a friend, 1, 3, --
 Real Life Sciences ,www.rlsciences.com,4.0, 100% recommended to a friend, 1, 2, --
 Bouwbedrijf Oonk-Noteboom ,www.oonk-noteboom.nl,5.0, 100% recommended to a friend, 1, --, --
 MochaDocs ,www.mochadocs.com,5.0, 100% recommended to a friend, 1, --, --
 DentMerk ,www.dentmerk.nl,3.0, 100% recommended to a friend, 1, 1, --
 Goossens Wonen & Slapen ,www.werkenbijgoossens.nl,3.0, 0% recommended to a friend, 1, 1, --
 Ultimum ,www.ultimum.nl,3.0, 100% recommended to a friend, 1, 1, --
 T Packhuys ,www.hetpackhuys.nl,4.0, 100% recommended to a friend, 1, 1, --
 Norkem ,www.norkem.com,2.0, 0% recommended to a friend, 1, --, --
 ROC Midden Nederland ,www.rocmn.nl,5.0, 100% recommended to a friend, 1, 1, --
 Brancheteers ,www.brancheteers.nl,5.0, 100% recommended to a friend, 1, 1, --
 Zie Uit! ,www.zieuit.nl,4.0, 100% recommended to a friend, 1, --, --
 Bouwbedrijf van de Kolk ,www.vandekolk.nl,3.0, 100% recommended to a friend, 1, 1, --
 Nedelko ,www.nedelko.nl,2.0, 0% recommended to a friend, 1, --, --
 MILON ,www.milon.nl,1.0, 0% recommended to a friend, 1, --, --
 Quooker ,www.quooker.be,5.0, 100% recommended to a friend, 1, --, --
 NordIX Consulting & Automatisering ,www.nordix.nl,5.0, 100% recommended to a friend, 1, --, --
 Brightin ,www.brightin.nl,4.0, 100% recommended to a friend, 1, --, --
 Financial Vision ,www.financialvision.nl,2.0, 0% recommended to a friend, 1, 1, --
 CombiVliet ,www.combivliet.nl,3.0, 0% recommended to a friend, 1, 1, --
 oneplanetcrowd ,www.oneplanetcrowd.com,2.0, 0% recommended to a friend, 1, 1, --
 Lost Lemon ,www.lostlemon.nl,5.0, 100% recommended to a friend, 1, 2, --
 SKVOB ,www.skvob.nl,5.0, 100% recommended to a friend, 1, 1, --
 Generator Company International ,www.generator-company.com,1.0, 0% recommended to a friend, 1, 1, --
 Jibes ,www.jibes.nl,5.0, 100% recommended to a friend, 1, 1, --
 SemLab ,www.semlab.nl,2.0, 0% recommended to a friend, 1, --, --
 Van Dijk Educatie ,www.vandijk.nl,3.0, 100% recommended to a friend, 1, 2, --
 Energy21 ,www.energy21.nl,4.0, 100% recommended to a friend, 1, 1, --
 Tjuna ,www.tjuna.com,5.0, 100% recommended to a friend, 1, 3, --
 A10Tech ,www.a10tech.nl,5.0, 100% recommended to a friend, 1, --, --
 247parking ,www.247parking.nl,3.0, 100% recommended to a friend, 1, 1, --
 Demodern GmbH ,www.demodern.de,3.0, 100% recommended to a friend, 1, --, --
 Chase | The Brand Activation People ,www.startthechase.nl,4.0, 100% recommended to a friend, 1, --, --
 Fries Samenwerkingsverband Uitkeringsgerechtigde ,www.fsufriesland.nl,4.0, 100% recommended to a friend, 1, --, --
 Mulino ,www.restaurant-mulino.nl,2.0, 100% recommended to a friend, 1, --, --
 Game Mania ,www.gamemania.eu,4.0, 100% recommended to a friend, 1, 3, --
 ADG dienstengroep ,www.adgdienstengroep.com,5.0, 100% recommended to a friend, 1, 1, --
 Royal Lovink Industries ,www.lovink.com,3.0, 100% recommended to a friend, 1, 1, --
 Carante Groep ,www.carantegroep.nl,2.0, 0% recommended to a friend, 1, 1, --
 Belvar ,www.belvar.eu,2.0, 0% recommended to a friend, 1, --, --
 Boom uitgevers ,www.boom.nl,2.0, 0% recommended to a friend, 1, 1, --
 Greenhouse Innovation ,www.greenhouseinnovation.eu,1.0, 0% recommended to a friend, 1, 1, --
 FMJ Group ,www.fmj.nl,5.0, 100% recommended to a friend, 1, --, --
 Memberoo ,www.memberoo.net,5.0, 100% recommended to a friend, 1, 2, --
 STIPT Uitzendbureau ,www.stipt.com,1.0, 0% recommended to a friend, 1, --, --
 Drake & Farrell ,www.drakeandfarrell.nl,5.0, 100% recommended to a friend, 1, 1, 1
 Int. Vormenfrezerij Sanders ,www.vormenfrezerij-sanders.nl,5.0, 100% recommended to a friend, 1, 1, --
 De Nieuwe Zorg Thuis ,www.denieuwezorgthuis.nl,3.0, 0% recommended to a friend, 1, --, --
 Rijn IJssel ,www.rijnijssel.nl,4.0, 100% recommended to a friend, 1, 1, --
 Record Industry ,www.recordindustry.com,2.0, 0% recommended to a friend, 1, --, --
 LivingIT ,www.livingit.nl,5.0, 100% recommended to a friend, 1, 1, --
 Mosaic IT Services B.V. ,,5.0, 100% recommended to a friend, 1, 1, --
 Bari Gruppe ,www.barigruppe.de,2.0, 0% recommended to a friend, 1, 1, --
 Shake-on ,www.shake-on.com,5.0, 100% recommended to a friend, 1, --, --
 DKTP informatie technologie ,www.dktp.nl,2.0, 0% recommended to a friend, 1, 2, --
 NewPower Worldwide ,www.newpowerww.com,5.0, 100% recommended to a friend, 1, --, 1
 RedBlue IT Professionals ,www.werkenbijredblue.nl,5.0, 100% recommended to a friend, 1, 1, --
 Sprangers Bouwbedrijf ,www.sprangers.nl,4.0, 100% recommended to a friend, 1, --, --
 Biochemtex ,www.biochemtex.com,3.0, 0% recommended to a friend, 1, 1, --
 Biemans ,www.biemans.nl,5.0, 100% recommended to a friend, 1, --, --
 PowerSlim ,www.powerslim.nl,3.0, 100% recommended to a friend, 1, 1, --
 Sidnet ,www.sidnet.info,4.0, 100% recommended to a friend, 1, --, --
 Cargobox ,www.cargo-box.com,1.0, 0% recommended to a friend, 1, 2, --
 Van Schijndel ,www.vanschijndel.eu,1.0, 0% recommended to a friend, 1, --, --
 ICEPAY ,www.icepay.com,2.0, 0% recommended to a friend, 1, 2, --
 Weplan ,www.weplan-app.com,5.0, 100% recommended to a friend, 1, --, --
 CommodityBasis ,www.commoditybasis.com,5.0, 100% recommended to a friend, 1, --, --
 Parkim Fragrance House ,www.parkimfragrance.com,1.0, 0% recommended to a friend, 1, --, --
 Pingwin ,www.pingwin.nl,5.0, 100% recommended to a friend, 1, 1, 1
 Boerhaave Medical Centre ,www.boerhaave.nl,1.0, 0% recommended to a friend, 1, 1, --
 Felton ICT Services ,www.felton.nl,5.0, 100% recommended to a friend, 1, 1, --
 De RuwBouw Groep ,www.drbg.nl,3.0, 0% recommended to a friend, 1, --, --
 The Sustainable Trade Initiative ,www.idhsustainabletrade.com,5.0, 100% recommended to a friend, 1, 2, 1
 Eco Heating Systems Groningen ,www.ecohs.nl,5.0, 100% recommended to a friend, 1, 1, 1
 Veerplein 18 ,www.veerplein18.nl,4.0, 100% recommended to a friend, 1, 1, --
 G2M Worldwide ,www.g2mworldwide.com,4.0, 100% recommended to a friend, 1, --, --
 Hof Promotion ,www.hofpromotions.nl,1.0, 0% recommended to a friend, 1, 1, --
 Masters in Finance ,www.mastersinfinance.nl,3.0, 0% recommended to a friend, 1, --, --
 O&i ,www.oi.nl,4.0, 100% recommended to a friend, 1, 2, --
 Artex (Mexico) ,www.mueblesartex.com,3.0, 0% recommended to a friend, 1, --, 1
 Synres ,www.synres.com,5.0, 100% recommended to a friend, 1, 1, --
 Crowdynews ,www.crowdynews.com,3.0, 0% recommended to a friend, 1, 1, --
 DVP Asia Eventmarketing ,www.dvp-asia.com,4.0, 100% recommended to a friend, 1, 2, --
 AS-SYSTEME ,www.as-systeme.eu,5.0, 100% recommended to a friend, 1, 1, --
 Marit ,www.marit.ag,2.0, 0% recommended to a friend, 1, 1, --
 SchlagerPlanet ,www.schlagerplanet.com,5.0, 100% recommended to a friend, 1, --, --
 Onder De Boompjes Distillery ,www.onderdeboompjes.eu,3.0, 100% recommended to a friend, 1, 1, --
 Dutch Filmworks ,www.dfw.nl,3.0, 0% recommended to a friend, 1, --, --
 WEDOVOODOO.TV ,www.wedovoodoo.tv,5.0, 100% recommended to a friend, 1, --, --
 Waterschap De Dommel ,www.dommel.nl,4.0, 100% recommended to a friend, 1, --, --
 Brainbrothers ,www.brainbrothers.com,5.0, 100% recommended to a friend, 1, --, --
 IntelliMagic ,www.intellimagic.com,2.0, 0% recommended to a friend, 1, 1, 1
 Spil Games ,www.spilgames.com,2.8, 39% recommended to a friend, 58, 53, 15
 OxHill7 ,www.oxhill7.nl,4.0, 100% recommended to a friend, 1, --, --
 Prizorg ,www.prizorg.nl,5.0, 100% recommended to a friend, 1, --, --
 Kossmann.dejong ,www.kossmanndejong.nl,3.0, 0% recommended to a friend, 1, --, --
 Get Interactive ,www.getinteractive.nl,3.0, 100% recommended to a friend, 1, --, --
 SVS Telekom ,www.svstelekom.com.tr,4.0, 100% recommended to a friend, 1, --, --
 DIWANIYA ,www.diwaniya.eu,5.0, 100% recommended to a friend, 1, 1, --
 MTTM ,www.mttm.nl,1.0, 0% recommended to a friend, 1, --, --
 Focus Orange ,www.focusorange.com,5.0, 100% recommended to a friend, 1, 1, --
 EDM (Netherlands) ,www.edm.nl,4.0, 100% recommended to a friend, 1, --, --
 JKP Consultancy Groep ,www.jkp-ictbeheer.nl,4.0, 100% recommended to a friend, 1, 1, --
 Drentea ,www.drentea.nl,4.0, 100% recommended to a friend, 1, 1, --
 Apotheek van Thoor ,apotheekvanthoor.leef.nl,4.0, 0% recommended to a friend, 1, --, --
 Slim media groep ,www.slimmediagroep.nl,5.0, 100% recommended to a friend, 1, 1, --
 Zelfstroom ,www.zelfstroom.nl,5.0, 100% recommended to a friend, 1, 1, --
 DirectorInsight ,www.directorinsight.com,1.0, 0% recommended to a friend, 1, --, 1
 EverBake Group ,www.everbake-capway.nl,4.0, 100% recommended to a friend, 1, --, --
 Inntel Hotels ,www.inntelhotels.nl,1.0, 0% recommended to a friend, 1, 4, --
 van Grunsven Groep ,www.grunsvengroep.nl,5.0, 100% recommended to a friend, 1, 1, --
 Woody's House ,www.woodyshouse.nl,5.0, 100% recommended to a friend, 1, --, --
 Gas Transportation Company ,www.gtc-uk.co.uk,5.0, 100% recommended to a friend, 1, --, --
 ESJ ,www.esj.nl,4.0, 100% recommended to a friend, 1, --, --
 Cosquare ,www.cosquare.com,1.0, 0% recommended to a friend, 1, 1, --
 Holiday Ice ,www.holidayice.nl,2.0, 0% recommended to a friend, 1, --, --
 Club Red ,www.red-room.nl,4.0, 100% recommended to a friend, 1, 1, --
 UNETO-VNI ,www.uneto-vni.nl,1.0, 0% recommended to a friend, 1, --, --
 Luz Saúde ,www.luzsaude.pt,4.0, 100% recommended to a friend, 1, 1, --
 HKU University of the Arts Utrecht ,www.hku.nl,4.0, 0% recommended to a friend, 1, 1, --
 Amalgamy Productions ,www.amalgamyproductions.com,5.0, 100% recommended to a friend, 1, --, --
 SalesValue ,www.salesvalue.nl,3.0, 100% recommended to a friend, 1, --, --
 Pinto Solutions ,www.pintosolutions.nl,1.0, 0% recommended to a friend, 1, 1, --
 SB Business Communicatie ,www.sbbusinesscommunicatie.nl,3.0, 100% recommended to a friend, 1, --, --
 Avanca ,www.avancaproducts.com,5.0, 100% recommended to a friend, 1, --, --
 Best Fresh Group ,www.bestfreshgroup.com,3.0, 0% recommended to a friend, 1, --, --
 Vakmedianet ,www.vakmedianet.nl,5.0, 0% recommended to a friend, 1, --, --
 ‘t Arendje ,www.arendje.nl,3.0, 0% recommended to a friend, 1, --, --
 Marcus vervoerbedrijven ,www.marcus.nl,4.0, 100% recommended to a friend, 1, --, --
 MakeMe ,www.make.me,5.0, 100% recommended to a friend, 1, 1, --
" Gemeente Beveren, Belgium ",www.beveren.be,3.0, 0% recommended to a friend, 1, 1, 1
 European Network for Cyber Security ,www.encs.eu,1.0, 0% recommended to a friend, 1, --, --
 Searchresult ,www.searchresult.nl,4.0, 0% recommended to a friend, 1, 1, --
 Team Nijhuis ,www.teamnijhuis.nl,5.0, 100% recommended to a friend, 1, --, --
 Embed Engineering ,www.embed.nl,2.0, 0% recommended to a friend, 1, --, 1
 StarApple ,www.starapple.nl,5.0, 100% recommended to a friend, 1, --, --
 Gemeente Utrecht ,www.utrecht.nl,3.0, 0% recommended to a friend, 1, 2, --
 Add2Value Interim Services ,www.add2value.nl,3.0, 100% recommended to a friend, 1, --, --
 42TECH ,www.42tech.org,5.0, 100% recommended to a friend, 1, --, --
 Flow! Leerlingbegeleiding ,www.flowleerlingbegeleiding.nl,5.0, 100% recommended to a friend, 1, --, --
 Zorgvervoer Gelderland ,www.zorgvervoergelderland.nl,2.0, 100% recommended to a friend, 1, 1, --
 Ghyoom Technology Solutions ,www.gpsgts.com,3.0, 100% recommended to a friend, 1, --, --
 Youbahn ,www.youbahn.nl,4.0, 100% recommended to a friend, 1, --, --
 Lost in Amsterdam ,www.lostinamsterdam.com,4.0, 100% recommended to a friend, 1, --, --
 Yardesign ,www.yardesign.com,4.0, 100% recommended to a friend, 1, --, --
 Just-BI ,www.just-bi.nl,4.0, 100% recommended to a friend, 1, 1, --
 Oddessey Solutions ,www.oddesseysolutions.nl,5.0, 100% recommended to a friend, 1, --, --
 Nederland Cares ,www.nederlandcares.nl,5.0, 100% recommended to a friend, 1, 1, --
 Rentman ,www.onlinerentalsoftware.com,5.0, 100% recommended to a friend, 1, 1, --
 Koninklijke Nederlandse Slagers ,www.knsnet.nl,4.0, 100% recommended to a friend, 1, --, --
 Hans Struijk ,www.hansstruijkfietsen.nl,2.0, 0% recommended to a friend, 1, 1, --
 Tabakspeciaalzaak de Lesseps ,www.delesseps.nl,5.0, 100% recommended to a friend, 1, 1, --
 Truck Service Ende ,www.truckserviceende.nl,4.0, 100% recommended to a friend, 1, --, --
 Hocras ,www.hocras.nl,3.0, 100% recommended to a friend, 1, 1, --
 Rohnisch ,www.rohnisch.com,4.0, 100% recommended to a friend, 1, --, --
 Emergya Wind Technologies ,www.ewtdirectwind.com,3.0, 100% recommended to a friend, 1, --, --
 Jiangsu Sinorgchem Technology ,www.sinorgchem.com,3.0, 0% recommended to a friend, 1, --, --
 Total Fence ,www.totalfence.ca,2.0, 100% recommended to a friend, 1, 1, --
 YourMacStore ,www.yourmacstore.nl,5.0, 100% recommended to a friend, 1, --, --
 Disdro ,www.disdro.com,5.0, 100% recommended to a friend, 1, 1, --
 Café Vrijdag ,www.cafevrijdagamsterdam.nl,5.0, 100% recommended to a friend, 1, --, --
 One More Rabbit ,www.onemorerabbit.com,4.0, 0% recommended to a friend, 1, --, --
 VNC Consult ,www.vnc.de,1.0, 0% recommended to a friend, 1, --, --
 Gemeente Sluis ,www.gemeentesluis.nl,2.0, 0% recommended to a friend, 1, 1, --
 SIMgroep ,www.simgroep.nl,1.0, 0% recommended to a friend, 1, 1, --
 Aquarium Software ,www.aquarium-software.com,5.0, 100% recommended to a friend, 1, 2, 3
 Ruimbaan Uitzendbureau ,www.ruimbaan.nl,1.0, 0% recommended to a friend, 1, 1, --
 Stichting Arduin ,www.arduin.nl,4.0, 100% recommended to a friend, 1, 1, 1
 Britelayer ,,5.0, 100% recommended to a friend, 1, 1, --
 Boerboom Loodgietersbedrijf ,www.boerboomloodgieter.nl,3.0, 0% recommended to a friend, 1, 1, --
 Tianjin Normal University ,www.tjnu.edu.cn,4.0, 100% recommended to a friend, 1, --, --
 Schaap en Citroen ,www.schaapcitroen.nl,2.0, 100% recommended to a friend, 1, 1, --
 WoonZorgcentra Haaglanden ,www.wzh.nl,5.0, 0% recommended to a friend, 1, 1, --
 Stöpler ,www.stopler.nl,1.0, 0% recommended to a friend, 1, --, --
 Jobs & Media Group ,www.jobsmediagroup.com,5.0, 100% recommended to a friend, 1, --, 1
 Search It Recruitment ,www.searchitrecruitment.com,5.0, 100% recommended to a friend, 1, --, --
 Kessels & Smit ,www.kessels-smit.com,5.0, 100% recommended to a friend, 1, --, --
 BIT Internet Technology ,www.bit.nl,5.0, 100% recommended to a friend, 1, 1, --
 Influencer Marketing Agency ,www.imagency.com,4.0, 100% recommended to a friend, 1, --, --
 Endouble ,www.endouble.com,4.0, 0% recommended to a friend, 1, 4, --
 iFlavours ,www.iflavours.nl,4.0, 100% recommended to a friend, 1, 1, --
 TriamFloat ,www.triamfloat.nl,3.0, 100% recommended to a friend, 1, 1, --
 De Witte Leeuw ,www.dewitteleeuw.nl,4.0, 100% recommended to a friend, 1, --, --
 Web1on1 ,www.web1on1.com,5.0, 100% recommended to a friend, 1, 2, --
 NS Smullers ,,5.0, 100% recommended to a friend, 1, 1, 1
 Assistant2 ,www.assistant2.nl,1.0, 0% recommended to a friend, 1, --, 1
 MrWork ,www.mrwork.nl,5.0, 100% recommended to a friend, 1, --, --
 in60seconds ,www.in60seconds.nl,4.0, 100% recommended to a friend, 1, --, 1
 AET Europe ,www.aeteurope.com,, -100% recommended to a friend, 1, --, --
 Bol Adviseurs ,www.boladviseurs.nl,4.0, 100% recommended to a friend, 1, 1, --
 RegioBank ,www.regiobank.nl,4.0, 100% recommended to a friend, 1, --, --
 Elephant Parade ,www.elephantparade.com,4.0, 100% recommended to a friend, 1, --, --
 Maccreanor Lavington ,www.maccreanorlavington.com,3.0, 100% recommended to a friend, 1, 1, --
 Highlite International ,www.highlite.nl,1.0, 0% recommended to a friend, 1, 1, --
 Zettastor ,www.zettastor.eu,5.0, 100% recommended to a friend, 1, --, --
 Fifteen Amsterdam ,www.fifteen.nl,3.0, 100% recommended to a friend, 1, 1, --
 NL Urban Solutions ,www.nlurbansolutions.com,4.0, 100% recommended to a friend, 1, 1, --
 Lovelô ,,5.0, 100% recommended to a friend, 1, --, --
 NedTrain ,www.nedtrain.nl,4.0, 100% recommended to a friend, 1, 1, --
 Solis of Switzerland AG ,www.solis.com,3.0, 100% recommended to a friend, 1, 1, 1
 Hoogheemraadschap van Schieland en de Krimpenerwaard ,www.schielandendekrimpenerwaard.nl,5.0, 100% recommended to a friend, 1, --, --
 Botan ,www.botan-barendrecht.nl,4.0, 100% recommended to a friend, 1, --, --
 PubliQare ,www.publiqare.nl,2.0, 0% recommended to a friend, 1, --, --
 Studenten Kortingskrant ,www.studentenkortingskrant.com,4.0, 0% recommended to a friend, 1, --, --
 CAPLINQ ,www.caplinq.com,5.0, 100% recommended to a friend, 1, --, --
 Anderson Lloyd ,www.al.nz,5.0, 100% recommended to a friend, 1, 1, --
 Knowble ,www.knowble.eu,5.0, 100% recommended to a friend, 1, 1, --
 Motion10 ,www.motion10.nl,5.0, 100% recommended to a friend, 1, 2, --
 Twentino ,www.twentino.com,4.0, 100% recommended to a friend, 1, 1, --
 SMH Juristen ,www.smhjuristen.nl,5.0, 100% recommended to a friend, 1, --, --
 Edutel ,www.edutel.nl,3.0, 0% recommended to a friend, 1, --, --
 Lister Haigh ,www.listerhaigh.co.uk,4.0, 100% recommended to a friend, 1, --, --
 Scholengemeenschap Spieringshoek ,www.spieringshoek.nl,5.0, 100% recommended to a friend, 1, 1, --
 Kappé International ,www.kappe-int.com,4.0, 100% recommended to a friend, 1, --, --
